path,month,label,set_name,taken_datetime,day_of_year,transform_day_of_year
banana/160322-3-0466.JPG,3,banana,train,2016/3/22 09:38,82,0.5
banana/160302-4-0171.JPG,3,banana,train,2016/3/1 16:21,61,0.384615385
banana/20170315-3-0232.JPG,3,banana,valid,2017/3/15 12:14,74,0.456043956
banana/20180329-2-0430.JPG,3,banana,train,2018/3/29 15:42,88,0.532967033
banana/160329-3-0754.JPG,3,banana,train,2016/3/29 14:44,89,0.538461538
banana/160327-3-0435.JPG,3,banana,valid,2016/3/27 14:35,87,0.527472527
banana/160305-3-0062.JPG,3,banana,train,2016/3/5 10:13,65,0.406593407
banana/20170315-3-0022.JPG,3,banana,train,2017/3/15 11:06,74,0.456043956
banana/20180318-3-0145.JPG,3,banana,train,2018/3/18 11:16,77,0.472527473
banana/160301-3-0815.JPG,3,banana,train,2016/3/2 16:09,62,0.39010989
banana/160313-1-0067.JPG,3,banana,train,2016/3/13 11:14,73,0.450549451
banana/160327-3-0330.JPG,3,banana,valid,2016/3/27 11:46,87,0.527472527
banana/160322-3-0073.JPG,3,banana,train,2016/3/22 10:04,82,0.5
banana/160305-3-0248.JPG,3,banana,train,2016/3/5 09:53,65,0.406593407
banana/160322-3-0051.JPG,3,banana,train,2016/3/22 09:51,82,0.5
banana/160302-3-0064.JPG,3,banana,train,2016/3/1 14:55,61,0.384615385
banana/160322-3-0171.JPG,3,banana,train,2016/3/22 11:00,82,0.5
banana/160313-1-0011.JPG,3,banana,train,2016/3/13 10:20,73,0.450549451
banana/160302-3-0342.JPG,3,banana,test,2016/3/2 09:54,62,0.39010989
banana/160329-3-0731.JPG,3,banana,train,2016/3/29 14:30,89,0.538461538
banana/160329-3-0404.JPG,3,banana,train,2016/3/29 09:27,89,0.538461538
banana/160303-4-0456.JPG,3,banana,train,2016/3/3 14:54,63,0.395604396
banana/20180329-1-0186.JPG,3,banana,train,2017/3/29 11:20,88,0.532967033
banana/20170314-3-0148.JPG,3,banana,train,2017/3/14 10:17,73,0.450549451
banana/160303-4-0506.JPG,3,banana,train,2016/3/3 15:14,63,0.395604396
banana/20180310-2-0296.JPG,3,banana,train,2018/3/10 15:40,69,0.428571429
banana/160322-3-0041.JPG,3,banana,train,2016/3/22 09:46,82,0.5
banana/20170313-3-0091.JPG,3,banana,train,2017/3/13 11:09,72,0.445054945
banana/160315-1-0163.JPG,3,banana,valid,2016/3/15 15:46,75,0.461538462
banana/20170316-4-0158.JPG,3,banana,train,2017/3/16 16:07,75,0.461538462
banana/160327-4-0182.JPG,3,banana,train,2016/3/27 11:20,87,0.527472527
banana/160305-3-0182.JPG,3,banana,train,2016/3/5 11:35,65,0.406593407
banana/160305-3-0117.JPG,3,banana,valid,2016/3/5 10:54,65,0.406593407
banana/160301-3-0059.JPG,3,banana,train,2016/3/1 09:21,61,0.384615385
banana/160322-3-0494.JPG,3,banana,train,2016/3/22 09:56,82,0.5
banana/160303-4-0491.JPG,3,banana,train,2016/3/3 15:09,63,0.395604396
banana/160305-3-0155.JPG,3,banana,train,2016/3/5 11:16,65,0.406593407
banana/20180302-1-0751.JPG,3,banana,train,2018/3/2 11:25,61,0.384615385
banana/20180328-1-0164.JPG,3,banana,test,2018/3/28 09:51,87,0.527472527
banana/20170314-3-0151.JPG,3,banana,train,2017/3/14 10:21,73,0.450549451
banana/160322-3-0146.JPG,3,banana,valid,2016/3/22 10:39,82,0.5
banana/20180310-2-0222.JPG,3,banana,train,2018/3/10 15:06,69,0.428571429
banana/20170314-3-0142.JPG,3,banana,train,2017/3/14 10:11,73,0.450549451
banana/20170314-3-0178.JPG,3,banana,test,2017/3/14 10:57,73,0.450549451
banana/160329-3-0659.JPG,3,banana,train,2016/3/29 11:44,89,0.538461538
banana/20170310-4-0339.JPG,3,banana,test,2017/3/10 14:56,69,0.428571429
banana/160322-3-0462.JPG,3,banana,train,2016/3/22 09:33,82,0.5
banana/20170310-4-0400.JPG,3,banana,train,2017/3/10 15:11,69,0.428571429
banana/160303-4-0096.JPG,3,banana,train,2016/3/3 09:56,63,0.395604396
banana/20180314-1-0479.JPG,3,banana,train,2018/3/14 10:14,73,0.450549451
banana/20170317-3-0354.JPG,3,banana,train,2017/3/17 11:08,76,0.467032967
banana/20170312-1-0052.JPG,3,banana,train,2017/3/12 10:56,71,0.43956044
banana/160329-3-0128.JPG,3,banana,train,2016/3/29 09:49,89,0.538461538
banana/160329-3-0673.JPG,3,banana,test,2016/3/29 11:48,89,0.538461538
banana/160302-4-0170.JPG,3,banana,train,2016/3/1 16:21,61,0.384615385
banana/160305-3-0099.JPG,3,banana,train,2016/3/5 10:41,65,0.406593407
banana/160301-3-0554.JPG,3,banana,train,2016/3/1 10:09,61,0.384615385
banana/160302-3-0717.JPG,3,banana,valid,2016/3/2 15:22,62,0.39010989
banana/160322-3-0593.JPG,3,banana,train,2016/3/22 14:18,82,0.5
banana/160303-4-0431.JPG,3,banana,train,2016/3/3 14:43,63,0.395604396
banana/160302-4-0533.JPG,3,banana,valid,2016/3/2 14:25,62,0.39010989
banana/160301-3-0555.JPG,3,banana,train,2016/3/1 10:09,61,0.384615385
banana/20180328-2-0023.JPG,3,banana,train,2017/3/28 14:56,87,0.527472527
banana/20170315-3-0218.JPG,3,banana,train,2017/3/15 12:09,74,0.456043956
banana/20170310-4-0084.JPG,3,banana,train,2017/3/10 14:43,69,0.428571429
banana/160315-1-0120.JPG,3,banana,test,2016/3/15 13:04,75,0.461538462
banana/160329-3-0730.JPG,3,banana,train,2016/3/29 14:30,89,0.538461538
banana/160301-3-0556.JPG,3,banana,valid,2016/3/1 10:10,61,0.384615385
banana/20170315-4-0132.JPG,3,banana,valid,2017/3/15 16:15,74,0.456043956
banana/160305-3-0088.JPG,3,banana,test,2016/3/5 10:33,65,0.406593407
banana/20170313-3-0220.JPG,3,banana,train,2017/3/13 11:48,72,0.445054945
banana/20170315-4-0053.JPG,3,banana,train,2017/3/15 15:21,74,0.456043956
banana/20170313-3-0014.JPG,3,banana,train,2017/3/13 09:59,72,0.445054945
banana/20180329-1-0296.JPG,3,banana,train,2018/3/29 09:48,88,0.532967033
banana/20170313-3-0017.JPG,3,banana,valid,2017/3/13 10:01,72,0.445054945
banana/160322-3-0629.JPG,3,banana,train,2016/3/22 14:43,82,0.5
banana/160329-3-0447.JPG,3,banana,train,2016/3/29 09:17,89,0.538461538
banana/160302-4-0450.JPG,3,banana,test,2016/3/2 11:21,62,0.39010989
banana/160305-3-0140.JPG,3,banana,train,2016/3/5 11:09,65,0.406593407
banana/20180309-1-0467.JPG,3,banana,train,2018/3/9 10:39,68,0.423076923
banana/160315-1-0161.JPG,3,banana,train,2016/3/15 15:45,75,0.461538462
banana/160322-3-0604.JPG,3,banana,train,2016/3/22 14:31,82,0.5
banana/20180310-2-0257.JPG,3,banana,train,2018/3/10 15:17,69,0.428571429
banana/160303-3-0445.JPG,3,banana,train,2016/3/3 15:17,63,0.395604396
banana/20170329-2-0621.JPG,3,banana,train,2017/3/29 13:53,88,0.532967033
banana/20170314-3-0210.JPG,3,banana,test,2017/3/14 11:45,73,0.450549451
banana/20170314-3-0056.JPG,3,banana,train,2017/3/14 10:35,73,0.450549451
banana/20180309-1-0470.JPG,3,banana,train,2018/3/9 10:40,68,0.423076923
banana/20170313-3-0194.JPG,3,banana,train,2017/3/13 11:11,72,0.445054945
banana/160327-3-0860.JPG,3,banana,test,2016/3/28 09:06,88,0.532967033
banana/20170329-2-0528.JPG,3,banana,valid,2017/3/29 13:16,88,0.532967033
banana/160305-3-0160.JPG,3,banana,valid,2016/3/5 11:19,65,0.406593407
banana/20170310-3-0325.JPG,3,banana,train,2017/3/10 11:03,69,0.428571429
banana/20180328-1-0351.JPG,3,banana,train,2018/3/28 12:11,87,0.527472527
banana/160305-3-0093.JPG,3,banana,train,2016/3/5 10:38,65,0.406593407
banana/20170310-3-0193.JPG,3,banana,test,2017/3/10 11:20,69,0.428571429
banana/160301-3-0196.JPG,3,banana,train,2016/3/1 11:05,61,0.384615385
banana/20170312-3-0378.JPG,3,banana,test,2017/3/15 09:54,74,0.456043956
banana/160305-3-0315.JPG,3,banana,valid,2016/3/5 10:32,65,0.406593407
banana/160303-4-0334.JPG,3,banana,train,2016/3/3 11:54,63,0.395604396
banana/20180310-1-0330.JPG,3,banana,train,2018/3/10 10:08,69,0.428571429
banana/160303-4-0405.JPG,3,banana,test,2016/3/3 14:36,63,0.395604396
banana/160305-3-0305.JPG,3,banana,train,2016/3/5 10:28,65,0.406593407
banana/20170313-3-0128.JPG,3,banana,test,2017/3/13 11:42,72,0.445054945
banana/160302-4-0118.JPG,3,banana,valid,2016/3/1 15:59,61,0.384615385
banana/160305-3-0176.JPG,3,banana,test,2016/3/5 11:27,65,0.406593407
banana/20170309-3-0183.JPG,3,banana,test,2017/3/9 10:20,68,0.423076923
banana/20170315-4-0124.JPG,3,banana,train,2017/3/15 16:06,74,0.456043956
banana/160305-3-0056.JPG,3,banana,train,2016/3/5 10:08,65,0.406593407
banana/20170312-3-0168.JPG,3,banana,test,2017/3/15 09:44,74,0.456043956
banana/160329-3-0792.JPG,3,banana,train,2016/3/29 14:59,89,0.538461538
banana/20180309-1-0368.JPG,3,banana,train,2018/3/9 10:05,68,0.423076923
banana/160301-3-0193.JPG,3,banana,train,2016/3/1 11:04,61,0.384615385
banana/160302-4-0422.JPG,3,banana,test,2016/3/2 11:01,62,0.39010989
banana/20180328-1-0013.JPG,3,banana,train,2017/3/28 09:48,87,0.527472527
banana/160329-3-0120.JPG,3,banana,train,2016/3/29 09:40,89,0.538461538
banana/160303-4-0515.JPG,3,banana,train,2016/3/3 15:16,63,0.395604396
banana/160301-3-0355.JPG,3,banana,train,2016/3/2 16:36,62,0.39010989
banana/20170315-4-0077.JPG,3,banana,train,2017/3/15 15:33,74,0.456043956
banana/20170315-4-0320.JPG,3,banana,test,2017/3/15 16:34,74,0.456043956
banana/20170313-3-0111.JPG,3,banana,train,2017/3/13 11:30,72,0.445054945
banana/20180309-1-0069.JPG,3,banana,train,2017/3/9 09:59,68,0.423076923
banana/160303-3-0560.JPG,3,banana,test,2016/3/3 16:21,63,0.395604396
banana/20180310-2-0255.JPG,3,banana,train,2018/3/10 15:16,69,0.428571429
banana/160306-1-0213.JPG,3,banana,train,2016/3/6 12:48,66,0.412087912
banana/20180314-1-0821.JPG,3,banana,train,2018/3/14 15:47,73,0.450549451
banana/20170310-3-0017.JPG,3,banana,test,2017/3/10 09:46,69,0.428571429
banana/160329-3-0711.JPG,3,banana,valid,2016/3/29 12:10,89,0.538461538
banana/160309-1-0101.JPG,3,banana,train,2016/3/9 15:07,69,0.428571429
banana/20170310-4-0482.JPG,3,banana,train,2017/3/10 15:41,69,0.428571429
banana/20170315-4-0036.JPG,3,banana,train,2017/3/15 15:09,74,0.456043956
banana/160329-3-0312.JPG,3,banana,valid,2016/3/29 12:11,89,0.538461538
banana/160305-3-0301.JPG,3,banana,train,2016/3/5 10:26,65,0.406593407
banana/160322-3-0348.JPG,3,banana,train,2016/3/22 15:27,82,0.5
banana/160302-4-0003.JPG,3,banana,valid,2016/3/1 14:30,61,0.384615385
banana/160302-3-0121.JPG,3,banana,train,2016/3/1 15:23,61,0.384615385
banana/160322-3-0579.JPG,3,banana,train,2016/3/22 14:12,82,0.5
banana/20180323-2-0109.JPG,3,banana,train,2017/3/23 09:31,82,0.5
banana/160302-3-0078.JPG,3,banana,valid,2016/3/1 15:02,61,0.384615385
banana/20170405-3-0067.JPG,4,banana,valid,2017/4/5 09:48,95,0.571428571
banana/20180412-1-0155.JPG,4,banana,train,2018/4/12 12:04,102,0.60989011
banana/20180417-1-0421.JPG,4,banana,train,2018/4/17 10:29,107,0.637362637
banana/20180425-3-0040.JPG,4,banana,valid,2018/4/25 08:37,115,0.681318681
banana/20180427-1-0459.JPG,4,banana,train,2018/4/27 11:44,117,0.692307692
banana/20180427-1-0191.JPG,4,banana,train,2017/4/27 10:57,117,0.692307692
banana/20180418-1-0049.JPG,4,banana,train,2017/4/18 10:33,108,0.642857143
banana/20180422-3-0287.JPG,4,banana,valid,2018/4/22 14:37,112,0.664835165
banana/20180418-1-0163.JPG,4,banana,test,2018/4/18 11:11,108,0.642857143
banana/20180427-2-0193.JPG,4,banana,train,2017/4/27 16:24,117,0.692307692
banana/20170403-1-0564.JPG,4,banana,train,2017/4/3 11:43,93,0.56043956
banana/20170428-2-0865.JPG,4,banana,test,2017/4/28 14:16,118,0.697802198
banana/20180413-1-0294.JPG,4,banana,train,2018/4/13 14:31,103,0.615384615
banana/20180428-1-0263.JPG,4,banana,valid,2018/4/28 09:27,118,0.697802198
banana/20170418-4-0777.JPG,4,banana,train,2017/4/19 11:39,109,0.648351648
banana/20180412-2-0148.JPG,4,banana,valid,2017/4/13 09:54,103,0.615384615
banana/20180422-3-0214.JPG,4,banana,train,2018/4/22 13:23,112,0.664835165
banana/20180422-3-0193.JPG,4,banana,train,2018/4/22 13:06,112,0.664835165
banana/20180424-1-0164.JPG,4,banana,train,2017/4/24 11:06,114,0.675824176
banana/20180422-3-0207.JPG,4,banana,train,2018/4/22 13:15,112,0.664835165
banana/20180418-1-0187.JPG,4,banana,test,2018/4/18 11:38,108,0.642857143
banana/20170418-1-0138.JPG,4,banana,train,2017/4/18 14:24,108,0.642857143
banana/20180412-2-0188.JPG,4,banana,train,2018/4/12 14:50,102,0.60989011
banana/20180412-2-0143.JPG,4,banana,test,2017/4/13 09:52,103,0.615384615
banana/20180428-2-0081.JPG,4,banana,train,2018/4/28 14:09,118,0.697802198
banana/20180424-1-0258.JPG,4,banana,train,2018/4/24 12:34,114,0.675824176
banana/20180412-2-0004.JPG,4,banana,train,2017/4/12 14:38,102,0.60989011
banana/160404-2-0051.JPG,4,banana,train,2016/4/4 14:51,95,0.571428571
banana/20180422-3-0073.JPG,4,banana,train,2018/4/22 10:38,112,0.664835165
banana/20180424-1-0325.JPG,4,banana,valid,2018/4/24 09:58,114,0.675824176
banana/20180418-2-0042.JPG,4,banana,train,2017/4/18 15:18,108,0.642857143
banana/20180427-1-0460.JPG,4,banana,train,2018/4/27 11:44,117,0.692307692
banana/20180427-1-0107.JPG,4,banana,valid,2017/4/27 10:41,117,0.692307692
banana/20180413-1-0235.JPG,4,banana,train,2018/4/13 14:16,103,0.615384615
banana/20170429-4-0424.JPG,4,banana,test,2017/4/29 09:18,119,0.703296703
banana/20170418-1-0077.JPG,4,banana,train,2017/4/18 10:27,108,0.642857143
banana/20180424-1-0377.JPG,4,banana,train,2018/4/24 10:43,114,0.675824176
banana/20180418-2-0108.JPG,4,banana,train,2017/4/18 16:09,108,0.642857143
banana/20180422-3-0105.JPG,4,banana,train,2018/4/22 11:15,112,0.664835165
banana/20180410-4-0065.JPG,4,banana,test,2018/4/10 10:14,100,0.598901099
banana/20180427-1-0036.JPG,4,banana,test,2017/4/27 09:51,117,0.692307692
banana/20180427-2-0313.JPG,4,banana,train,2018/4/27 15:47,117,0.692307692
banana/20180428-1-0258.JPG,4,banana,train,2018/4/28 09:25,118,0.697802198
banana/20170406-2-0915.JPG,4,banana,train,2017/4/6 13:43,96,0.576923077
banana/20180425-3-0052.JPG,4,banana,train,2018/4/25 08:52,115,0.681318681
banana/20180418-1-0063.JPG,4,banana,train,2017/4/18 10:45,108,0.642857143
banana/20180417-1-0173.JPG,4,banana,train,2017/4/17 11:34,107,0.637362637
banana/20180422-3-0249.JPG,4,banana,train,2018/4/22 14:06,112,0.664835165
banana/20170510-1-0146.JPG,5,banana,valid,2017/5/10 15:08,130,0.763736264
banana/20170522-3-0191.JPG,5,banana,train,2017/5/22 11:18,142,0.82967033
banana/20180507-3-0272.JPG,5,banana,train,2018/5/7 13:24,127,0.747252747
banana/20180514-2-0004.JPG,5,banana,valid,2018/5/11 09:23,131,0.769230769
banana/160518-4-0001.JPG,5,banana,train,2016/5/18 09:05,139,0.813186813
banana/20180514-2-0164.JPG,5,banana,train,2018/5/11 10:34,131,0.769230769
banana/20180506-3-0080.JPG,5,banana,train,2018/5/6 12:06,126,0.741758242
banana/20180523-1-0054.JPG,5,banana,test,2018/5/23 10:11,143,0.835164835
banana/20180530-1-0217.JPG,5,banana,test,2018/5/30 09:38,150,0.873626374
banana/20180524-1-0062.JPG,5,banana,train,2018/5/24 09:56,144,0.840659341
banana/20180515-2-0325.JPG,5,banana,train,2018/5/12 11:38,132,0.774725275
banana/20170522-1-0401.JPG,5,banana,test,2017/5/22 11:04,142,0.82967033
banana/20180523-1-0024.JPG,5,banana,train,2018/5/23 09:52,143,0.835164835
banana/20180506-3-0237.JPG,5,banana,valid,2018/5/6 16:40,126,0.741758242
banana/20180514-1-0171.JPG,5,banana,train,2018/5/11 11:16,131,0.769230769
banana/20180524-1-0210.JPG,5,banana,valid,2018/5/24 10:01,144,0.840659341
banana/20170502-1-0653.JPG,5,banana,train,2017/5/2 13:59,122,0.71978022
banana/160518-3-0086.JPG,5,banana,train,2016/5/18 09:49,139,0.813186813
